CodMun;UF;Cod UF;Mun;Pop estimada 2021;Faixa_pop;Regiao
2501203;PB;25;Areial;7054;2 - 5001 até 1000;2 - Nordeste
2501302;PB;25;Aroeiras;19081;3 - 10001 até 2000;2 - Nordeste
2501351;PB;25;Assunç�;4067;1 - Até 500;2 - Nordeste
2501401;PB;25;Baía da Traiç;9197;2 - 5001 até 1000;2 - Nordeste
2501500;PB;25;Bananeiras;21220;4 - 20001 até 5000;2 - Nordeste
2501534;PB;25;Baraún;5033;2 - 5001 até 1000;2 - Nordeste
2501575;PB;25;Barra de Santana;8338;2 - 5001 até 1000;2 - Nordeste
2501609;PB;25;Barra de Santa Rosa;15607;3 - 10001 até 2000;2 - Nordeste
2501708;PB;25;Barra de São Migue;6095;2 - 5001 até 1000;2 - Nordeste
2501807;PB;25;Bayeux;97519;5 - 50001 até 10000;2 - Nordeste
2501906;PB;25;Belé;17733;3 - 10001 até 2000;2 - Nordeste
2502003;PB;25;Belém do Brejo do Cru;7356;2 - 5001 até 1000;2 - Nordeste
2502052;PB;25;Bernardino Batista;3571;1 - Até 500;2 - Nordeste
2502102;PB;25;Boa Ventura;5248;2 - 5001 até 1000;2 - Nordeste
2502151;PB;25;Boa Vista;7218;2 - 5001 até 1000;2 - Nordeste
2502201;PB;25;Bom Jesus;2588;1 - Até 500;2 - Nordeste
2502300;PB;25;Bom Sucesso;4937;1 - Até 500;2 - Nordeste
2502409;PB;25;Bonito de Santa F�;12126;3 - 10001 até 2000;2 - Nordeste
2502508;PB;25;Boqueirã;17934;3 - 10001 até 2000;2 - Nordeste
2502607;PB;25;Igaracy;6092;2 - 5001 até 1000;2 - Nordeste
2502706;PB;25;Borborema;5311;2 - 5001 até 1000;2 - Nordeste
2502805;PB;25;Brejo do Cruz;14287;3 - 10001 até 2000;2 - Nordeste
2502904;PB;25;Brejo dos Santos;6479;2 - 5001 até 1000;2 - Nordeste
2503001;PB;25;Caapor�;22079;4 - 20001 até 5000;2 - Nordeste
2503100;PB;25;Cabaceiras;5710;2 - 5001 até 1000;2 - Nordeste
2503209;PB;25;Cabedelo;69773;5 - 50001 até 10000;2 - Nordeste
2503308;PB;25;Cachoeira dos Índio;10364;3 - 10001 até 2000;2 - Nordeste
2503407;PB;25;Cacimba de Areia;3708;1 - Até 500;2 - Nordeste
2503506;PB;25;Cacimba de Dentro;17169;3 - 10001 até 2000;2 - Nordeste
2503555;PB;25;Cacimbas;7225;2 - 5001 até 1000;2 - Nordeste
2503605;PB;25;Caiçar;7182;2 - 5001 até 1000;2 - Nordeste
2503704;PB;25;Cajazeiras;62576;5 - 50001 até 10000;2 - Nordeste
2503753;PB;25;Cajazeirinhas;3217;1 - Até 500;2 - Nordeste
2503803;PB;25;Caldas Brandã;6077;2 - 5001 até 1000;2 - Nordeste
2503902;PB;25;Camala�;6048;2 - 5001 até 1000;2 - Nordeste
2504009;PB;25;Campina Grande;413830;6 - 100001 até 50000;2 - Nordeste
2504033;PB;25;Capim;6715;2 - 5001 até 1000;2 - Nordeste
2504074;PB;25;Caraúba;4206;1 - Até 500;2 - Nordeste
2504108;PB;25;Carrapateira;2714;1 - Até 500;2 - Nordeste
2504157;PB;25;Casserengue;7530;2 - 5001 até 1000;2 - Nordeste
2504207;PB;25;Catingueira;4938;1 - Até 500;2 - Nordeste
2504306;PB;25;Catolé do Roch;30819;4 - 20001 até 5000;2 - Nordeste
2504355;PB;25;Caturit�;4898;1 - Até 500;2 - Nordeste
2504405;PB;25;Conceiç�;19030;3 - 10001 até 2000;2 - Nordeste
2504504;PB;25;Condado;6662;2 - 5001 até 1000;2 - Nordeste
2504603;PB;25;Conde;25341;4 - 20001 até 5000;2 - Nordeste
2504702;PB;25;Congo;4787;1 - Até 500;2 - Nordeste
2504801;PB;25;Coremas;15438;3 - 10001 até 2000;2 - Nordeste
2504850;PB;25;Coxixola;1948;1 - Até 500;2 - Nordeste
2504900;PB;25;Cruz do Espírito Sant;17599;3 - 10001 até 2000;2 - Nordeste
2505006;PB;25;Cubati;7866;2 - 5001 até 1000;2 - Nordeste
2505105;PB;25;Cuit�;20331;4 - 20001 até 5000;2 - Nordeste
2505204;PB;25;Cuitegi;6748;2 - 5001 até 1000;2 - Nordeste
2505238;PB;25;Cuité de Mamanguap;6360;2 - 5001 até 1000;2 - Nordeste
2505279;PB;25;Curral de Cima;5209;2 - 5001 até 1000;2 - Nordeste
2505303;PB;25;Curral Velho;2508;1 - Até 500;2 - Nordeste
2505352;PB;25;Damiã;5409;2 - 5001 até 1000;2 - Nordeste
2505402;PB;25;Desterro;8332;2 - 5001 até 1000;2 - Nordeste
2505501;PB;25;Vista Serrana;3850;1 - Até 500;2 - Nordeste
2505600;PB;25;Diamante;6506;2 - 5001 até 1000;2 - Nordeste
2505709;PB;25;Dona Inê;10375;3 - 10001 até 2000;2 - Nordeste
2505808;PB;25;Duas Estradas;3569;1 - Até 500;2 - Nordeste
2505907;PB;25;Emas;3556;1 - Até 500;2 - Nordeste
2506004;PB;25;Esperanç;33386;4 - 20001 até 5000;2 - Nordeste
2506103;PB;25;Fagundes;11180;3 - 10001 até 2000;2 - Nordeste
2506202;PB;25;Frei Martinho;2989;1 - Até 500;2 - Nordeste
2506251;PB;25;Gado Bravo;8292;2 - 5001 até 1000;2 - Nordeste
2506301;PB;25;Guarabira;59389;5 - 50001 até 10000;2 - Nordeste
2506400;PB;25;Gurinhé;14125;3 - 10001 até 2000;2 - Nordeste
2506509;PB;25;Gurjã;3477;1 - Até 500;2 - Nordeste
2506608;PB;25;Ibiara;5877;2 - 5001 até 1000;2 - Nordeste
2506707;PB;25;Imaculada;11877;3 - 10001 até 2000;2 - Nordeste
2506806;PB;25;Ing�;18184;3 - 10001 até 2000;2 - Nordeste
2506905;PB;25;Itabaiana;24363;4 - 20001 até 5000;2 - Nordeste
2507002;PB;25;Itaporanga;24960;4 - 20001 até 5000;2 - Nordeste
2507101;PB;25;Itapororoca;18978;3 - 10001 até 2000;2 - Nordeste
2507200;PB;25;Itatuba;11069;3 - 10001 até 2000;2 - Nordeste
2507309;PB;25;Jacara�;14467;3 - 10001 até 2000;2 - Nordeste
2507408;PB;25;Jeric�;7751;2 - 5001 até 1000;2 - Nordeste
2507507;PB;25;João Pesso;825796;7 - Maior que 500000;2 - Nordeste
2507606;PB;25;Juarez Távor;8014;2 - 5001 até 1000;2 - Nordeste
2507705;PB;25;Juazeirinho;18422;3 - 10001 até 2000;2 - Nordeste
2507804;PB;25;Junco do Serid�;7238;2 - 5001 até 1000;2 - Nordeste
2507903;PB;25;Juripiranga;10830;3 - 10001 até 2000;2 - Nordeste
2508000;PB;25;Juru;9831;2 - 5001 até 1000;2 - Nordeste
2508109;PB;25;Lagoa;4640;1 - Até 500;2 - Nordeste
2508208;PB;25;Lagoa de Dentro;7754;2 - 5001 até 1000;2 - Nordeste
2508307;PB;25;Lagoa Seca;27728;4 - 20001 até 5000;2 - Nordeste
2508406;PB;25;Lastro;2698;1 - Até 500;2 - Nordeste
2508505;PB;25;Livramento;7274;2 - 5001 até 1000;2 - Nordeste
2508554;PB;25;Logradouro;4406;1 - Até 500;2 - Nordeste
2508604;PB;25;Lucena;13344;3 - 10001 até 2000;2 - Nordeste
2508703;PB;25;Mãe dÁg;3988;1 - Até 500;2 - Nordeste
2508802;PB;25;Malta;5745;2 - 5001 até 1000;2 - Nordeste
2508901;PB;25;Mamanguape;45385;4 - 20001 até 5000;2 - Nordeste
2509008;PB;25;Manaír;10988;3 - 10001 até 2000;2 - Nordeste
2509057;PB;25;Marcaç�;8746;2 - 5001 até 1000;2 - Nordeste
2509107;PB;25;Mari;21895;4 - 20001 até 5000;2 - Nordeste
2509156;PB;25;Marizópoli;6689;2 - 5001 até 1000;2 - Nordeste
2509206;PB;25;Massaranduba;14077;3 - 10001 até 2000;2 - Nordeste
2509305;PB;25;Mataraca;8642;2 - 5001 até 1000;2 - Nordeste
2509339;PB;25;Matinhas;4528;1 - Até 500;2 - Nordeste
2509370;PB;25;Mato Grosso;2944;1 - Até 500;2 - Nordeste
2509396;PB;25;Maturéi;6690;2 - 5001 até 1000;2 - Nordeste
2509404;PB;25;Mogeiro;13238;3 - 10001 até 2000;2 - Nordeste
2509503;PB;25;Montadas;5806;2 - 5001 até 1000;2 - Nordeste
2509602;PB;25;Monte Horebe;4867;1 - Até 500;2 - Nordeste
2509701;PB;25;Monteiro;33638;4 - 20001 até 5000;2 - Nordeste
2509800;PB;25;Mulungu;9962;2 - 5001 até 1000;2 - Nordeste
2509909;PB;25;Natuba;10449;3 - 10001 até 2000;2 - Nordeste
2510006;PB;25;Nazarezinho;7271;2 - 5001 até 1000;2 - Nordeste
2510105;PB;25;Nova Floresta;10614;3 - 10001 até 2000;2 - Nordeste
2510204;PB;25;Nova Olinda;5892;2 - 5001 até 1000;2 - Nordeste
2510303;PB;25;Nova Palmeira;5011;2 - 5001 até 1000;2 - Nordeste
2510402;PB;25;Olho dÁgu;6399;2 - 5001 até 1000;2 - Nordeste
2510501;PB;25;Olivedos;3989;1 - Até 500;2 - Nordeste
2510600;PB;25;Ouro Velho;3052;1 - Até 500;2 - Nordeste
2510659;PB;25;Parari;1747;1 - Até 500;2 - Nordeste
2510709;PB;25;Passagem;2453;1 - Até 500;2 - Nordeste
2510808;PB;25;Patos;108766;6 - 100001 até 50000;2 - Nordeste
2510907;PB;25;Paulista;12411;3 - 10001 até 2000;2 - Nordeste
2511004;PB;25;Pedra Branca;3802;1 - Até 500;2 - Nordeste
2511103;PB;25;Pedra Lavrada;7954;2 - 5001 até 1000;2 - Nordeste
2511202;PB;25;Pedras de Fogo;28607;4 - 20001 até 5000;2 - Nordeste
2511301;PB;25;Pianc�;16147;3 - 10001 até 2000;2 - Nordeste
2511400;PB;25;Picu�;18737;3 - 10001 até 2000;2 - Nordeste
2511509;PB;25;Pilar;12036;3 - 10001 até 2000;2 - Nordeste
2511608;PB;25;Pilõe;6518;2 - 5001 até 1000;2 - Nordeste
2511707;PB;25;Pilõezinho;4937;1 - Até 500;2 - Nordeste
2511806;PB;25;Pirpirituba;10590;3 - 10001 até 2000;2 - Nordeste
2511905;PB;25;Pitimbu;19478;3 - 10001 até 2000;2 - Nordeste
2512002;PB;25;Pocinhos;18848;3 - 10001 até 2000;2 - Nordeste
2512036;PB;25;Poço Danta;3877;1 - Até 500;2 - Nordeste
2512077;PB;25;Poço de José de Mou;4366;1 - Até 500;2 - Nordeste
2512101;PB;25;Pombal;32803;4 - 20001 até 5000;2 - Nordeste
2512200;PB;25;Prata;4265;1 - Até 500;2 - Nordeste
2512309;PB;25;Princesa Isabel;23749;4 - 20001 até 5000;2 - Nordeste
2512408;PB;25;Puxinan�;13801;3 - 10001 até 2000;2 - Nordeste
2512507;PB;25;Queimadas;44388;4 - 20001 até 5000;2 - Nordeste
2512606;PB;25;Quixaba;2009;1 - Até 500;2 - Nordeste
2512705;PB;25;Remígi;19973;3 - 10001 até 2000;2 - Nordeste
2512721;PB;25;Pedro Régi;6139;2 - 5001 até 1000;2 - Nordeste
2512747;PB;25;Riachã;3650;1 - Até 500;2 - Nordeste
2512754;PB;25;Riachão do Bacamart;4562;1 - Até 500;2 - Nordeste
2512762;PB;25;Riachão do Po�;4571;1 - Até 500;2 - Nordeste
2512788;PB;25;Riacho de Santo Antôni;1999;1 - Até 500;2 - Nordeste
2512804;PB;25;Riacho dos Cavalos;8555;2 - 5001 até 1000;2 - Nordeste
2512903;PB;25;Rio Tinto;24258;4 - 20001 até 5000;2 - Nordeste
2513000;PB;25;Salgadinho;3975;1 - Até 500;2 - Nordeste
2513109;PB;25;Salgado de São Fél;12123;3 - 10001 até 2000;2 - Nordeste
2513158;PB;25;Santa Cecíli;6526;2 - 5001 até 1000;2 - Nordeste
2513208;PB;25;Santa Cruz;6579;2 - 5001 até 1000;2 - Nordeste
2513307;PB;25;Santa Helena;5853;2 - 5001 até 1000;2 - Nordeste
2513356;PB;25;Santa Inê;3591;1 - Até 500;2 - Nordeste
2513406;PB;25;Santa Luzia;15470;3 - 10001 até 2000;2 - Nordeste
2513505;PB;25;Santana de Mangueira;5098;2 - 5001 até 1000;2 - Nordeste
2513604;PB;25;Santana dos Garrotes;6942;2 - 5001 até 1000;2 - Nordeste
2513653;PB;25;Joca Claudino;2640;1 - Até 500;2 - Nordeste
2513703;PB;25;Santa Rita;138093;6 - 100001 até 50000;2 - Nordeste
2513802;PB;25;Santa Teresinha;4550;1 - Até 500;2 - Nordeste
2513851;PB;25;Santo Andr�;2496;1 - Até 500;2 - Nordeste
2513901;PB;25;São Bent;34650;4 - 20001 até 5000;2 - Nordeste
2513927;PB;25;São Bentinh;4602;1 - Até 500;2 - Nordeste
2513943;PB;25;São Domingos do Carir;2645;1 - Até 500;2 - Nordeste
2513968;PB;25;São Domingo;3119;1 - Até 500;2 - Nordeste
2513984;PB;25;São Francisc;3377;1 - Até 500;2 - Nordeste
2514008;PB;25;São João do Cari;4170;1 - Até 500;2 - Nordeste
2514107;PB;25;São João do Tig;4408;1 - Até 500;2 - Nordeste
2514206;PB;25;São José da Lagoa Tapa;7622;2 - 5001 até 1000;2 - Nordeste
2514305;PB;25;São José de Caia;6394;2 - 5001 até 1000;2 - Nordeste
2514404;PB;25;São José de Espinhar;4631;1 - Até 500;2 - Nordeste
2514453;PB;25;São José dos Ram;6037;2 - 5001 até 1000;2 - Nordeste
2514503;PB;25;São José de Piranh;20406;4 - 20001 até 5000;2 - Nordeste
2514552;PB;25;São José de Prince;3898;1 - Até 500;2 - Nordeste
2514602;PB;25;São José do Bonf;3619;1 - Até 500;2 - Nordeste
2514651;PB;25;São José do Brejo do Cr;1821;1 - Até 500;2 - Nordeste
2514701;PB;25;São José do Sabu;4153;1 - Até 500;2 - Nordeste
2514800;PB;25;São José dos Cordeir;3607;1 - Até 500;2 - Nordeste
2514909;PB;25;São Mamed;7682;2 - 5001 até 1000;2 - Nordeste
2515005;PB;25;São Miguel de Taip;7450;2 - 5001 até 1000;2 - Nordeste
2515104;PB;25;São Sebastião de Lagoa de Ro;11793;3 - 10001 até 2000;2 - Nordeste
2515203;PB;25;São Sebastião do Umbuzei;3534;1 - Até 500;2 - Nordeste
2515302;PB;25;Sap�;52977;5 - 50001 até 10000;2 - Nordeste
2515401;PB;25;São Vicente do Serid;10919;3 - 10001 até 2000;2 - Nordeste
2515500;PB;25;Serra Branca;13807;3 - 10001 até 2000;2 - Nordeste
2515609;PB;25;Serra da Raiz;3114;1 - Até 500;2 - Nordeste
2515708;PB;25;Serra Grande;2921;1 - Até 500;2 - Nordeste
2515807;PB;25;Serra Redonda;7001;2 - 5001 até 1000;2 - Nordeste
2515906;PB;25;Serraria;6037;2 - 5001 até 1000;2 - Nordeste
2515930;PB;25;Sertãozinh;5152;2 - 5001 até 1000;2 - Nordeste
2515971;PB;25;Sobrado;7845;2 - 5001 até 1000;2 - Nordeste
2516003;PB;25;Solâne;26051;4 - 20001 até 5000;2 - Nordeste
2516102;PB;25;Soledade;15211;3 - 10001 até 2000;2 - Nordeste
2516151;PB;25;Sossêg;3631;1 - Até 500;2 - Nordeste
2516201;PB;25;Sousa;69997;5 - 50001 até 10000;2 - Nordeste
2516300;PB;25;Sum�;17096;3 - 10001 até 2000;2 - Nordeste
2516409;PB;25;Tacima;11024;3 - 10001 até 2000;2 - Nordeste
2516508;PB;25;Tapero�;15505;3 - 10001 até 2000;2 - Nordeste
2516607;PB;25;Tavares;14791;3 - 10001 até 2000;2 - Nordeste
2516706;PB;25;Teixeira;15333;3 - 10001 até 2000;2 - Nordeste
2516755;PB;25;Tenóri;3103;1 - Até 500;2 - Nordeste
2516805;PB;25;Triunfo;9473;2 - 5001 até 1000;2 - Nordeste
2516904;PB;25;Uiraún;15356;3 - 10001 até 2000;2 - Nordeste
2517001;PB;25;Umbuzeiro;9914;2 - 5001 até 1000;2 - Nordeste
2517100;PB;25;Várze;2870;1 - Até 500;2 - Nordeste
2517209;PB;25;Vieirópoli;5395;2 - 5001 até 1000;2 - Nordeste
2517407;PB;25;Zabel�;2269;1 - Até 500;2 - Nordeste
2600054;PE;26;Abreu e Lima;100698;6 - 100001 até 50000;2 - Nordeste
2600104;PE;26;Afogados da Ingazeira;37546;4 - 20001 até 5000;2 - Nordeste
2600203;PE;26;Afrâni;19981;3 - 10001 até 2000;2 - Nordeste
2600302;PE;26;Agrestina;25240;4 - 20001 até 5000;2 - Nordeste
2600401;PE;26;�gua Preta;37386;4 - 20001 até 5000;2 - Nordeste
2600500;PE;26;�guas Belas;43923;4 - 20001 até 5000;2 - Nordeste
2600609;PE;26;Alagoinha;14798;3 - 10001 até 2000;2 - Nordeste
2600708;PE;26;Alianç;38408;4 - 20001 até 5000;2 - Nordeste
2600807;PE;26;Altinho;22996;4 - 20001 até 5000;2 - Nordeste
2600906;PE;26;Amaraji;22910;4 - 20001 até 5000;2 - Nordeste
2601003;PE;26;Angelim;11301;3 - 10001 até 2000;2 - Nordeste
2601052;PE;26;Araçoiab;20936;4 - 20001 até 5000;2 - Nordeste
2601102;PE;26;Araripina;85301;5 - 50001 até 10000;2 - Nordeste
2601201;PE;26;Arcoverde;75295;5 - 50001 até 10000;2 - Nordeste
2601300;PE;26;Barra de Guabiraba;14632;3 - 10001 até 2000;2 - Nordeste
2601409;PE;26;Barreiros;42866;4 - 20001 até 5000;2 - Nordeste
2601508;PE;26;Belém de Mari;12169;3 - 10001 até 2000;2 - Nordeste
2601607;PE;26;Belém do São Francis;20730;4 - 20001 até 5000;2 - Nordeste
2601706;PE;26;Belo Jardim;76930;5 - 50001 até 10000;2 - Nordeste
2601805;PE;26;Betâni;12811;3 - 10001 até 2000;2 - Nordeste
2601904;PE;26;Bezerros;60960;5 - 50001 até 10000;2 - Nordeste
2602001;PE;26;Bodoc�;38605;4 - 20001 até 5000;2 - Nordeste
2602100;PE;26;Bom Conselho;48975;4 - 20001 até 5000;2 - Nordeste
2602209;PE;26;Bom Jardim;40038;4 - 20001 até 5000;2 - Nordeste
2602308;PE;26;Bonito;38101;4 - 20001 até 5000;2 - Nordeste
2602407;PE;26;Brejã;8981;2 - 5001 até 1000;2 - Nordeste
2602506;PE;26;Brejinho;7489;2 - 5001 até 1000;2 - Nordeste
2602605;PE;26;Brejo da Madre de Deus;51696;5 - 50001 até 10000;2 - Nordeste
2602704;PE;26;Buenos Aires;13224;3 - 10001 até 2000;2 - Nordeste
2602803;PE;26;Buíqu;59448;5 - 50001 até 10000;2 - Nordeste
2602902;PE;26;Cabo de Santo Agostinho;210796;6 - 100001 até 50000;2 - Nordeste
2603009;PE;26;Cabrob�;34778;4 - 20001 até 5000;2 - Nordeste
2603108;PE;26;Cachoeirinha;20618;4 - 20001 até 5000;2 - Nordeste
2603207;PE;26;Caeté;29065;4 - 20001 até 5000;2 - Nordeste
2603306;PE;26;Calçad;10983;3 - 10001 até 2000;2 - Nordeste
2603405;PE;26;Calumbi;5744;2 - 5001 até 1000;2 - Nordeste
2603454;PE;26;Camaragibe;159945;6 - 100001 até 50000;2 - Nordeste
2603504;PE;26;Camocim de São Fél;19032;3 - 10001 até 2000;2 - Nordeste
2603603;PE;26;Camutanga;8592;2 - 5001 até 1000;2 - Nordeste
2603702;PE;26;Canhotinho;24743;4 - 20001 até 5000;2 - Nordeste
2603801;PE;26;Capoeiras;20048;4 - 20001 até 5000;2 - Nordeste
2603900;PE;26;Carnaíb;19666;3 - 10001 até 2000;2 - Nordeste
2603926;PE;26;Carnaubeira da Penha;13117;3 - 10001 até 2000;2 - Nordeste
2604007;PE;26;Carpina;85131;5 - 50001 até 10000;2 - Nordeste
2604106;PE;26;Caruaru;369343;6 - 100001 até 50000;2 - Nordeste
2604155;PE;26;Casinhas;14395;3 - 10001 até 2000;2 - Nordeste
2604205;PE;26;Catende;43778;4 - 20001 até 5000;2 - Nordeste
2604304;PE;26;Cedro;11972;3 - 10001 até 2000;2 - Nordeste
2604403;PE;26;Chã de Alegri;13641;3 - 10001 até 2000;2 - Nordeste
2604502;PE;26;Chã Grand;21929;4 - 20001 até 5000;2 - Nordeste
2604601;PE;26;Condado;26755;4 - 20001 até 5000;2 - Nordeste
2604700;PE;26;Correntes;18327;3 - 10001 até 2000;2 - Nordeste
2604809;PE;26;Cortê;12543;3 - 10001 até 2000;2 - Nordeste
2604908;PE;26;Cumaru;9494;2 - 5001 até 1000;2 - Nordeste
2605004;PE;26;Cupira;24237;4 - 20001 até 5000;2 - Nordeste
2605103;PE;26;Custódi;37633;4 - 20001 até 5000;2 - Nordeste
2605152;PE;26;Dormentes;19246;3 - 10001 até 2000;2 - Nordeste
2605202;PE;26;Escada;69701;5 - 50001 até 10000;2 - Nordeste
2605301;PE;26;Exu;31709;4 - 20001 até 5000;2 - Nordeste
2605400;PE;26;Feira Nova;22360;4 - 20001 até 5000;2 - Nordeste
2605459;PE;26;Fernando de Noronha;3140;1 - Até 500;2 - Nordeste
2605509;PE;26;Ferreiros;12216;3 - 10001 até 2000;2 - Nordeste
2605608;PE;26;Flores;22612;4 - 20001 até 5000;2 - Nordeste
2605707;PE;26;Floresta;33488;4 - 20001 até 5000;2 - Nordeste
2605806;PE;26;Frei Miguelinho;15633;3 - 10001 até 2000;2 - Nordeste
2605905;PE;26;Gameleira;31578;4 - 20001 até 5000;2 - Nordeste
2606002;PE;26;Garanhuns;141347;6 - 100001 até 50000;2 - Nordeste
2606101;PE;26;Glória do Goit;30847;4 - 20001 até 5000;2 - Nordeste
2606200;PE;26;Goiana;80345;5 - 50001 até 10000;2 - Nordeste
2606309;PE;26;Granito;7586;2 - 5001 até 1000;2 - Nordeste
2606408;PE;26;Gravat�;85309;5 - 50001 até 10000;2 - Nordeste
2606507;PE;26;Iati;19284;3 - 10001 até 2000;2 - Nordeste
2606606;PE;26;Ibimirim;29585;4 - 20001 até 5000;2 - Nordeste
2606705;PE;26;Ibirajuba;7773;2 - 5001 até 1000;2 - Nordeste
2606804;PE;26;Igarassu;119690;6 - 100001 até 50000;2 - Nordeste
2606903;PE;26;Iguaracy;12265;3 - 10001 até 2000;2 - Nordeste
2607000;PE;26;Inaj�;24034;4 - 20001 até 5000;2 - Nordeste
2607109;PE;26;Ingazeira;4537;1 - Até 500;2 - Nordeste
2607208;PE;26;Ipojuca;99101;5 - 50001 até 10000;2 - Nordeste
2607307;PE;26;Ipubi;31515;4 - 20001 até 5000;2 - Nordeste
2607406;PE;26;Itacuruba;5013;2 - 5001 até 1000;2 - Nordeste
2607505;PE;26;Itaíb;26268;4 - 20001 até 5000;2 - Nordeste
2607604;PE;26;Ilha de Itamarac�;27076;4 - 20001 até 5000;2 - Nordeste
2607653;PE;26;Itamb�;36495;4 - 20001 até 5000;2 - Nordeste
2607703;PE;26;Itapetim;13492;3 - 10001 até 2000;2 - Nordeste
2607752;PE;26;Itapissuma;27144;4 - 20001 até 5000;2 - Nordeste
2607802;PE;26;Itaquitinga;17056;3 - 10001 até 2000;2 - Nordeste
2607901;PE;26;Jaboatão dos Guararape;711330;7 - Maior que 500000;2 - Nordeste
2607950;PE;26;Jaqueira;11632;3 - 10001 até 2000;2 - Nordeste
2608008;PE;26;Jataúb;17305;3 - 10001 até 2000;2 - Nordeste
2608057;PE;26;Jatob�;14904;3 - 10001 até 2000;2 - Nordeste
2608107;PE;26;João Alfred;33570;4 - 20001 até 5000;2 - Nordeste
2608206;PE;26;Joaquim Nabuco;15999;3 - 10001 até 2000;2 - Nordeste
2608255;PE;26;Jucati;11545;3 - 10001 até 2000;2 - Nordeste
2608305;PE;26;Jupi;15007;3 - 10001 até 2000;2 - Nordeste
2608404;PE;26;Jurema;15483;3 - 10001 até 2000;2 - Nordeste
2608453;PE;26;Lagoa do Carro;18429;3 - 10001 até 2000;2 - Nordeste
2608503;PE;26;Lagoa de Itaenga;21490;4 - 20001 até 5000;2 - Nordeste
2608602;PE;26;Lagoa do Ouro;13300;3 - 10001 até 2000;2 - Nordeste
2608701;PE;26;Lagoa dos Gatos;16345;3 - 10001 até 2000;2 - Nordeste
2608750;PE;26;Lagoa Grande;26090;4 - 20001 até 5000;2 - Nordeste
2608800;PE;26;Lajedo;40883;4 - 20001 até 5000;2 - Nordeste
2608909;PE;26;Limoeiro;56149;5 - 50001 até 10000;2 - Nordeste
2609006;PE;26;Macaparana;25565;4 - 20001 até 5000;2 - Nordeste
2609105;PE;26;Machados;16549;3 - 10001 até 2000;2 - Nordeste
2609154;PE;26;Manari;22110;4 - 20001 até 5000;2 - Nordeste
2609204;PE;26;Maraial;11098;3 - 10001 até 2000;2 - Nordeste
2609303;PE;26;Mirandiba;15548;3 - 10001 até 2000;2 - Nordeste
2609402;PE;26;Moreno;63792;5 - 50001 até 10000;2 - Nordeste
2609501;PE;26;Nazaré da Mat;32673;4 - 20001 até 5000;2 - Nordeste
2609600;PE;26;Olinda;393734;6 - 100001 até 50000;2 - Nordeste
2609709;PE;26;Orob�;23985;4 - 20001 até 5000;2 - Nordeste
2609808;PE;26;Oroc�;15309;3 - 10001 até 2000;2 - Nordeste
2609907;PE;26;Ouricuri;70466;5 - 50001 até 10000;2 - Nordeste
2610004;PE;26;Palmares;63745;5 - 50001 até 10000;2 - Nordeste
2610103;PE;26;Palmeirina;7509;2 - 5001 até 1000;2 - Nordeste
2610202;PE;26;Panelas;26438;4 - 20001 até 5000;2 - Nordeste
2610301;PE;26;Paranatama;11608;3 - 10001 até 2000;2 - Nordeste
2610400;PE;26;Parnamirim;22198;4 - 20001 até 5000;2 - Nordeste
2610509;PE;26;Passira;28856;4 - 20001 até 5000;2 - Nordeste
2610608;PE;26;Paudalho;57346;5 - 50001 até 10000;2 - Nordeste
2610707;PE;26;Paulista;336919;6 - 100001 até 50000;2 - Nordeste
2610806;PE;26;Pedra;22716;4 - 20001 até 5000;2 - Nordeste
2610905;PE;26;Pesqueira;68067;5 - 50001 até 10000;2 - Nordeste
2611002;PE;26;Petrolândi;37246;4 - 20001 até 5000;2 - Nordeste
2611101;PE;26;Petrolina;359372;6 - 100001 até 50000;2 - Nordeste
2611200;PE;26;Poç�;11308;3 - 10001 até 2000;2 - Nordeste
2611309;PE;26;Pombos;27204;4 - 20001 até 5000;2 - Nordeste
2611408;PE;26;Primavera;15231;3 - 10001 até 2000;2 - Nordeste
2611507;PE;26;Quipap�;26309;4 - 20001 até 5000;2 - Nordeste
2611533;PE;26;Quixaba;6796;2 - 5001 até 1000;2 - Nordeste
2611606;PE;26;Recife;1661017;7 - Maior que 500000;2 - Nordeste
2611705;PE;26;Riacho das Almas;20744;4 - 20001 até 5000;2 - Nordeste
2611804;PE;26;Ribeirã;47813;4 - 20001 até 5000;2 - Nordeste
2611903;PE;26;Rio Formoso;23719;4 - 20001 até 5000;2 - Nordeste
2612000;PE;26;Sair�;9600;2 - 5001 até 1000;2 - Nordeste
2612109;PE;26;Salgadinho;11214;3 - 10001 até 2000;2 - Nordeste
2612208;PE;26;Salgueiro;61561;5 - 50001 até 10000;2 - Nordeste
2612307;PE;26;Salo�;15880;3 - 10001 até 2000;2 - Nordeste
2612406;PE;26;Sanhar�;27308;4 - 20001 até 5000;2 - Nordeste
2612455;PE;26;Santa Cruz;15713;3 - 10001 até 2000;2 - Nordeste
2612471;PE;26;Santa Cruz da Baixa Verde;12708;3 - 10001 até 2000;2 - Nordeste
2612505;PE;26;Santa Cruz do Capibaribe;111812;6 - 100001 até 50000;2 - Nordeste
2612554;PE;26;Santa Filomena;14645;3 - 10001 até 2000;2 - Nordeste
2612604;PE;26;Santa Maria da Boa Vista;42266;4 - 20001 até 5000;2 - Nordeste
2612703;PE;26;Santa Maria do Cambuc�;14308;3 - 10001 até 2000;2 - Nordeste
2612802;PE;26;Santa Terezinha;11914;3 - 10001 até 2000;2 - Nordeste
